order_id,order_date,order_time,city,zone,rider_id,vehicle_type,order_type,distance_km,promised_delivery_mins,actual_delivery_mins,delay_mins,delivery_status,weather_condition,order_value_inr,delivery_attempts,rider_experience_yrs,rider_rating,gps_latitude,gps_longitude
ORD000425,2024-11-11,14:12,Bangaluru,East,RID0149,bike,Electronics,13.26,60,73.1,13.1,Delayed,Clear,4641.79,2,1.9,3.8,36.6973,79.7434
ORD000426,2024-04-25,18:54,Delhi,Central,RID0111,Van,Electronics,15.59,90,112.4,22.4,Delayed,Clear,4634.42,1,2.3,3.5,18.2221,83.6977
ORD000427,2024-04-25,09:29,Kolkata ,West,RID0104,Van,Medicine,299.45,45,59.3,14.3,Delayed,Clear,1366.96,1,5.7,4.0,23.7681,84.1416
ORD000428,2024-02-02,20:58,Jaipur,North,RID0025,bike,Documents,11.81,30,41.4,11.4,Delayed,Clear,3795.19,1,3.9,3.9,28.9951,77.7725
ORD000429,2024-07-31,18:28,Pune,,RID0118,Van,Food,8.73,60,101.9,41.9,Delayed,Rain,1809.54,1,0.7,3.0,8.6085,69.8045
ORD000430,2024-07-30,07:36,Chennai,East,RID0013,Bike,Electronics,9.5,45,57.1,12.1,Delayed,Rain,2691.5,2,1.9,3.7,10.9233,84.0417
ORD000431,2024-09-20,16:05,MUMBAI,South,RID0024,auto,Documents,8.71,60,67.7,7.7,Delayed,Fog,1937.77,3,3.2,3.1,35.7903,96.1546
ORD000432,2024-06-24,20:50,Jaipur,West,RID0077,bike,Electronics,8.98,45,112.8,67.8,Delayed,Fog,2806.99,1,3.8,4.9,8.2887,83.7699
ORD000433,2024-08-04,06:33,Ahmedabad,Central,RID0109,Van,Electronics,14.6,90,96.6,6.6,Delayed,Clear,810.7,2,6.5,5.0,35.5489,85.6269
ORD000434,2024-02-04,22:10,Ahmedabad,North,RID0002,BIKE,Apparel,11.24,45,60.9,15.9,Delayed,Fog,3652.39,1,6.5,5.0,12.1515,87.6231
ORD000435,2024-04-16,20:19,Bangalore,South,RID0038,Van,Documents,5.17,90,99.5,9.5,Delayed,Clear,1661.06,1,0.7,3.2,28.3309,74.8371
ORD000436,2024-05-07,09:35,delhi,North,,Bike,Apparel,10.79,30,88.2,58.2,Delayed,Rain,1456.68,1,1.3,3.6,24.2926,73.4601
ORD000437,2024-11-14,13:29,chennai,South,,Van,Food,7.32,60,33.2,-26.8,On-Time,Clear,2106.2,3,3.8,3.8,27.2472,80.0198
ORD000438,2024-03-30,06:25,Ahmedabad,Central,RID0107,Bike,Documents,15.83,60,87.8,27.8,Delayed,Fog,1610.52,1,1.7,4.1,32.6285,77.0972
ORD000439,2024-12-13,20:29,Lucknow,South,RID0079,bike,Grocery,4.54,45,91.6,46.6,Delayed,Rain,2557.16,1,1.6,3.8,8.2068,77.5964
ORD000440,2024-12-15,16:24,Lucknow,Central,RID0007,Cycle,Electronics,2.25,90,143.9,53.9,Delayed,Rain,3482.89,1,4.5,4.5,33.2628,86.1257
ORD000441,2024-02-20,21:39,Bangalore,South,RID0056,AUTO,Medicine,5.38,90,76.8,-13.2,On-Time,Clear,3740.64,1,1.3,3.8,29.7729,69.0272
ORD000442,2024-08-24,09:51, Ahmedabad,East,RID0026,Auto,Electronics,5.39,30,102.4,72.4,Delayed,Rain,1268.87,2,3.6,3.5,8.8918,82.9658
ORD000443,2024-07-03,12:17,Mumbai,South,RID0147,AUTO,Apparel,15.92,60,65.0,5.0,Delayed,Partly Cloudy,4552.84,1,7.0,3.9,13.3334,69.3731
ORD000444,2024-02-11,10:58,Ahmedabad,North,RID0117,Cycle,Grocery,10.35,60,60.7,0.7,On-Time,Partly Cloudy,4371.38,3,2.0,3.4,28.2224,84.9163
ORD000445,2024-11-27,07:36,Pune,South,RID0068,AUTO,Grocery,12.33,45,11.9,-33.1,On-Time,Clear,439.73,1,3.2,3.5,31.703,82.4538
ORD000446,2024-07-25,15:35,Jaipur,North,RID0096,Auto,Apparel,4.57,45,57.1,12.1,Delayed,Clear,345.22,2,2.7,3.2,29.1483,87.6955
ORD000447,2024-09-06,06:00,Hydrabad,West,RID0038,Auto,Apparel,5.31,45,49.9,4.9,On-Time,Clear,3467.37,1,3.0,3.2,23.7015,90.2626
ORD000448,2024-08-30,09:19,Bangalore,North,RID0067,Auto,Grocery,3.47,45,62.6,17.6,Delayed,Clear,981.33,1,4.8,4.9,29.2783,70.2589
ORD000449,2024-06-22,17:48,Kolkata,Central,RID0028,AUTO,Grocery,3.6,45,55.0,10.0,Delayed,Clear,4898.01,1,8.0,4.3,32.6524,89.7857
ORD000450,2024-12-30,07:49,Jaipur,West,RID0009,bike,Medicine,4.38,60,47.5,-12.5,On-Time,Clear,1451.23,1,4.0,4.8,11.2075,94.9982
ORD000451,2024-05-05,17:18,Jaipur,Central,RID0139,bike,Apparel,17.62,45,50.6,5.6,Delayed,Clear,992.0,2,5.9,4.9,,
ORD000452,2024-03-23,07:35,Lucknow,West,RID0141,Cycle,Electronics,10.01,30,19.4,-10.6,On-Time,Clear,392.31,1,2.5,3.6,14.19,95.5248
ORD000453,2024-05-09,10:21,Kolkata ,Central,RID0065,Bike,Grocery,2.08,120,149.7,29.7,Delayed,Rain,1583.41,2,3.0,4.4,20.7533,73.7898
ORD000454,2024-10-16,11:10,Pune,South,RID0044,AUTO,Medicine,10.62,45,50.7,5.7,Delayed,Clear,2274.93,1,1.6,4.3,16.5385,74.7645
ORD000455,2024-05-06,21:38,Bangalore,South,RID0138,cycle,Grocery,6.75,90,137.8,47.8,Delayed,Rain,972.53,1,3.4,3.7,19.3717,82.4204
ORD000456,2024-04-20,10:35,Delhi,East,RID0024,bike,Grocery,1.81,60,67.0,7.0,Delayed,Clear,4193.52,1,2.3,3.8,36.4724,85.271
ORD000457,2024-10-26,19:57,Hyderabad,North,RID0081,BIKE,Apparel,15.51,60,46.6,-13.4,On-Time,Rain,2052.37,1,7.3,4.2,,
ORD000458,2024-03-03,19:22,Pune,Central,RID0138,bike,Apparel,13.26,60,92.3,32.3,Delayed,Rain,668.82,3,5.3,4.2,29.7835,71.6284
ORD000459,2024-09-21,06:44,Bangalore,South,RID0130,AUTO,Documents,17.54,45,27.9,-17.1,On-Time,Clear,375.66,1,1.0,4.8,25.3644,75.2128
ORD000460,2024-09-22,20:58,Pune,Central,RID0141,cycle,Documents,2.23,90,127.9,37.9,Delayed,Fog,1541.25,2,3.6,4.0,29.6655,87.1791
ORD000461,2024-10-22,16:12,Ahmedabad,South,RID0104,auto,Apparel,12.09,60,89.9,29.9,Delayed,Clear,3638.61,1,2.1,4.2,23.692,68.2805
ORD000462,2024-05-31,15:01,Bangalore,North,RID0131,Bike,Documents,0.54,90,89.2,-0.8,On-Time,Clear,3883.8,1,6.3,3.8,13.4534,81.2326
ORD000463,2024-02-24,19:14,Mumbai,East,RID0025,BIKE,Food,16.05,45,73.5,28.5,Delayed,Partly Cloudy,699.87,1,2.6,4.4,34.4388,92.677
ORD000464,2024-02-29,17:35,Kolkata,North,RID0088,Van,Apparel,7.24,30,50.7,20.7,Delayed,Partly Cloudy,269.79,1,2.2,4.3,25.9229,80.094
ORD000465,2024-09-18,12:57,delhi,Central,RID0082,bike,Apparel,14.44,60,65.6,5.6,Delayed,Clear,533.64,1,1.3,4.8,22.6719,77.7889
ORD000466,2024-08-29,21:10,Mumbai,West,RID0063,Bike,Medicine,457.61,60,33.1,-26.9,On-Time,Clear,1684.82,1,7.2,3.4,28.3613,85.6728
ORD000467,2024-03-04,20:44,Lucknow,Central,RID0026,van,Grocery,325.61,60,90.8,30.8,Delayed,Partly Cloudy,3096.74,2,3.4,4.0,15.4379,93.9635
ORD000468,2024-02-25,13:15,Hyderabad,North,RID0130,cycle,Documents,4.24,30,48.8,18.8,Delayed,Rain,4086.38,1,3.6,4.3,29.235,82.9436
ORD000469,2024-05-29,14:54,Mumbai,East,RID0043,van,Food,8.22,60,99.3,39.3,Delayed,Rain,151.83,2,1.8,3.7,32.4483,74.3462
ORD000470,2024-04-18,17:51,Lucknow,West,RID0063,cycle,Medicine,17.39,60,71.4,11.4,Delayed,Clear,1299.43,2,2.3,4.4,20.9,84.0919
ORD000471,2024-12-25,21:48,Lucknow,North,RID0011,Bike,Medicine,12.76,60,46.2,-13.8,On-Time,Clear,4477.17,2,5.7,4.6,26.7039,73.3345
ORD000472,2024-06-25,15:08,Bangalore,South,RID0119,Bike,Documents,17.97,60,90.2,30.2,Delayed,Rain,3828.53,1,4.8,3.8,15.6592,94.2426
ORD000473,2024-09-21,10:07,delhi,,RID0124,auto,Electronics,13.96,60,159.0,99.0,Delayed,Rain,4143.62,1,4.9,3.7,16.4916,92.555
ORD000474,2024-03-25,14:33,Hyderabad,North,RID0029,cycle,Apparel,0.64,90,107.2,17.2,Delayed,Clear,1595.56,3,3.2,4.7,24.6279,76.0414
ORD000475,2024-10-06,11:43,Hyderabad,,RID0058,Van,Documents,12.73,90,135.3,45.3,Delayed,Fog,3820.3,1,4.7,5.0,14.0406,86.18
ORD000476,2024-03-20,16:25,delhi,North,RID0090,Cycle,Electronics,6.26,45,54.4,9.4,Delayed,Clear,4250.71,3,5.3,3.6,29.2811,93.201
ORD000477,2024-06-26,18:55,delhi,Central,RID0045,bike,Grocery,6.31,90,92.4,2.4,On-Time,Clear,3986.03,1,8.0,4.1,28.9281,79.6213
ORD000478,2024-08-22,13:13,Chennai,North,RID0082,AUTO,Documents,13.84,60,104.6,44.6,Delayed,Fog,1548.42,1,7.4,3.4,19.8894,79.9912
ORD000479,2024-10-18,20:11,Hyderabad,,RID0061,cycle,Documents,17.5,45,40.1,-4.9,On-Time,Clear,1290.69,2,5.2,4.7,23.7764,96.1163
ORD000480,2024-05-08,10:53,Pune,North,RID0051,Bike,Grocery,1.08,45,83.7,38.7,Delayed,Rain,3726.81,1,4.6,4.6,32.0992,95.4967
ORD000481,2024-07-02,20:39,Bangalore,East,RID0044,cycle,Food,12.5,90,102.8,12.8,Delayed,Clear,3365.36,2,2.1,3.5,27.6871,85.6629
ORD000482,2024-07-25,17:02,Mumbai,West,RID0051,Auto,Apparel,12.38,30,50.5,20.5,Delayed,Clear,403.54,2,5.2,4.3,,
ORD000483,2024-12-14,13:02,Pune,West,RID0033,AUTO,Grocery,8.39,60,46.4,-13.6,On-Time,Rain,2628.12,1,2.0,3.6,12.4649,70.0095
ORD000484,2024-05-19,20:31,Chennai,East,RID0088,cycle,Medicine,7.56,45,78.7,33.7,Delayed,Clear,505.75,3,5.6,3.7,17.0299,78.7747
ORD000485,2024-07-08,08:38,Bangalore,East,RID0035,BIKE,Medicine,4.71,90,143.0,53.0,Delayed,Fog,4674.47,1,7.3,3.2,,
ORD000486,2024-11-01,18:34,Delhi,South,RID0033,auto,Documents,9.29,60,108.5,48.5,Delayed,Rain,886.74,1,0.3,3.8,12.2894,70.4502
ORD000487,2024-07-20,15:37,Jaipur,North,RID0110,van,Food,14.08,60,37.2,-22.8,On-Time,Clear,1279.56,2,3.6,3.4,28.7043,73.6727
ORD000488,2024-03-26,18:06,Chennai,East,RID0111,Cycle,Grocery,4.54,60,98.1,38.1,Delayed,Rain,1935.68,1,4.3,4.2,,
ORD000489,2024-04-30,14:47,Kolkata,West,RID0058,AUTO,Grocery,15.24,45,52.1,7.1,Delayed,Clear,3706.8,1,7.7,4.2,14.3464,96.5575
ORD000490,2024-10-28,22:08,Pune,North,,cycle,Medicine,422.02,60,82.6,22.6,Delayed,Fog,1836.81,1,6.6,5.0,12.7893,77.9357
ORD000491,2024-09-02,19:43,Pune,West,,AUTO,Medicine,15.14,90,132.5,42.5,Delayed,Rain,3992.36,2,6.1,4.2,22.1981,74.4871
ORD000492,2024-03-19,20:23,Bangalore,Central,RID0109,bike,Food,8.82,60,64.2,4.2,On-Time,Clear,124.69,1,7.6,4.4,,
ORD000493,2024-03-02,18:13,Pune,Central,RID0117,bike,Grocery,3.15,60,87.6,27.6,Delayed,Clear,3790.28,1,6.1,3.4,18.9723,86.0581
ORD000494,2024-03-31,08:11,Bangalore,South,RID0025,Van,Apparel,2.52,45,62.8,17.8,Delayed,Rain,1886.23,1,4.3,3.1,30.2028,92.5162
ORD000495,2024-06-05,21:35,Delhi,South,RID0007,van,Food,10.98,45,84.8,39.8,Delayed,Rain,2654.57,1,6.8,4.8,14.7452,96.1011
ORD000496,2024-12-01,18:19,Lucknow,East,RID0107,BIKE,Grocery,0.87,90,138.2,48.2,Delayed,Partly Cloudy,4430.12,1,4.2,4.9,21.1679,81.1241
ORD000497,2024-10-02,14:59,Pune,South,RID0016,Cycle,Grocery,8.09,60,68.2,8.2,Delayed,Fog,-1.0,1,8.0,4.6,18.698,82.2126
ORD000498,2024-10-03,22:02,Mumbai,South,RID0107,AUTO,Apparel,10.58,60,58.5,-1.5,On-Time,Partly Cloudy,989.41,1,0.3,4.3,,
ORD000499,2024-02-19,18:23,Jaipur,East,RID0016,van,Food,8.48,90,154.7,64.7,Delayed,Rain,710.25,1,2.0,4.4,12.0128,81.9695
ORD000500,2024-09-21,17:52,Chennai,South,RID0101,auto,Apparel,11.21,60,103.7,43.7,Delayed,Clear,1579.16,1,7.9,4.5,36.7158,82.138
ORD000501,2024-12-04,13:30,Delhi,,RID0033,Cycle,Documents,14.68,60,67.1,7.1,Delayed,Clear,1812.72,2,0.7,4.1,33.7796,78.1562
ORD000502,2024-05-05,08:17,Pune,East,RID0143,Van,Documents,6.01,120,146.1,26.1,Delayed,Partly Cloudy,4999.09,1,5.8,3.9,32.7591,73.9361
ORD000503,2024-02-11,19:42,Pune,South,,Cycle,Grocery,9.31,90,119.9 mins,29.9,Delayed,Partly Cloudy,1767.49,1,5.6,3.2,20.5458,96.7312
ORD000504,2024-07-24,22:59,Hyderabad,South,RID0095,Van,Food,11.73,90,80.5,-9.5,On-Time,Partly Cloudy,2987.91,1,7.6,3.8,11.5695,77.1786
ORD000505,2024-02-28,12:29,Jaipur,Central,RID0057,Auto,Grocery,13.06,90,87.6,-2.4,On-Time,Clear,338.28,1,0.9,3.1,33.1074,80.8993
ORD000506,2024-09-23,14:39,Bangaluru,East,RID0025,auto,Grocery,1.43,60,58.6,-1.4,On-Time,Partly Cloudy,2434.7,1,1.9,3.1,26.9827,88.8009
ORD000507,2024-07-08,18:23,Lucknow,East,RID0087,Van,Grocery,17.15,60,61.5,1.5,On-Time,Clear,3296.79,3,6.1,3.3,17.2488,75.5365
ORD000508,2024-04-02,08:31,Ahmedabad,East,RID0049,auto,Medicine,15.71,45,41.6,-3.4,On-Time,Clear,3246.54,1,1.5,3.3,10.6007,81.4625
ORD000509,2024-05-08,07:25,Hyderabad,Central,RID0005,cycle,Electronics,436.76,30,26.8,-3.2,On-Time,Clear,1992.9,1,5.4,3.0,9.3082,89.9491
ORD000510,2024-08-12,19:10,Ahmedabad,West,RID0061,Cycle,Grocery,11.04,90,146.7,56.7,Delayed,Fog,2687.48,1,5.1,3.1,13.2677,73.3859
ORD000511,2024-07-21,18:37,Bangalore,South,RID0086,cycle,Apparel,3.38,60,45.8,-14.2,On-Time,Clear,4850.31,1,3.8,3.0,21.9528,78.183
ORD000512,2024-03-17,20:34,Pune,,RID0057,van,Grocery,4.93,45,56.9,11.9,Delayed,Partly Cloudy,4534.05,2,6.7,4.0,30.3346,74.9689
ORD000513,2024-09-16,08:19,Lucknow,East,RID0074,cycle,Apparel,10.02,45,43.4,-1.6,On-Time,Clear,587.21,3,6.6,3.1,23.9477,68.3992
ORD000514,2024-06-15,12:29,Delhi,North,RID0064,AUTO,Grocery,12.67,60,101.9,41.9,Delayed,Rain,1813.67,1,4.8,3.5,29.6461,79.3783
ORD000515,2024-07-12,07:27,Bangaluru,West,,Cycle,Electronics,13.81,45,80.4,35.4,Delayed,Rain,4627.01,2,1.0,4.2,8.2822,85.6755
ORD000516,2024-05-12,19:24,Hyderabad,North,RID0041,Auto,Documents,14.18,60,64.7,4.7,On-Time,Partly Cloudy,594.4,1,1.6,4.8,20.5669,69.5089
ORD000517,2024-03-01,20:19,Chennai,West,RID0054,BIKE,Documents,11.78,45,46.8,1.8,On-Time,Partly Cloudy,1368.98,1,6.5,4.5,11.157,91.1535
ORD000518,2024-07-12,18:08,delhi,East,RID0041,AUTO,Medicine,4.69,45,67.1,22.1,Delayed,Clear,1965.42,1,0.7,3.3,28.3112,74.5172
ORD000519,2024-07-22,09:43,Ahmedabad,Central,RID0058,auto,Electronics,15.19,90,75.8,-14.2,On-Time,Partly Cloudy,986.58,1,2.1,3.0,24.6261,78.0179
ORD000520,2024-03-11,14:18,Hyderabad,West,RID0030,Cycle,Food,4.78,45,62.0,17.0,Delayed,Rain,2094.12,1,4.7,4.6,15.0614,91.2733
ORD000521,2024-09-25,16:44,Delhi,North,RID0096,BIKE,Electronics,11.39,60,60.6,0.6,On-Time,Partly Cloudy,1825.19,1,7.8,3.9,22.7031,92.4997
ORD000522,2024-03-17,14:52,Pune,North,RID0111,AUTO,Food,16.64,45,28.4,-16.6,On-Time,Clear,4989.29,2,3.1,4.5,34.2294,92.037
ORD000523,2024-08-11,18:33,Jaipur,East,RID0095,bike,Food,1.11,60,67.9,7.9,Delayed,Partly Cloudy,288.81,2,3.9,3.9,8.0332,93.9806
ORD000524,2024-02-28,12:37,Kolkata,North,RID0012,Bike,Apparel,16.72,60,74.6,14.6,Delayed,Rain,102.01,1,5.9,3.8,21.3002,90.37
ORD000525,2024-07-09,11:03,Ahmedabad,South,RID0109,Bike,Medicine,15.84,30,53.0,23.0,Delayed,Clear,942.46,1,4.3,4.3,18.663,69.8313
ORD000526,2024-08-18,17:05, Ahmedabad,Central,RID0070,BIKE,Electronics,7.28,45,40.8,-4.2,On-Time,Partly Cloudy,1274.14,1,1.8,4.0,16.3488,69.9093
ORD000527,2024-01-06,09:16,Bangalore,Central,RID0036,Bike,Grocery,15.81,60,84.7,24.7,Delayed,Partly Cloudy,3644.82,1,6.2,3.0,20.4895,82.8017
ORD000528,2024-01-01,20:26,Delhi,East,RID0113,Bike,Electronics,15.3,60,129.8,69.8,Delayed,Rain,2504.88,1,5.8,4.8,,
ORD000529,2024-08-24,14:29,Kolkata,West,RID0038,bike,Medicine,8.12,90,90.9,0.9,On-Time,Rain,2907.54,1,5.8,3.2,34.5406,71.5486
ORD000530,2024-09-23,22:21,Bangalore,North,RID0088,Auto,Medicine,13.21,90,114.5,24.5,Delayed,Partly Cloudy,4424.6,2,2.8,3.7,9.3565,93.919
ORD000531,2024-09-08,09:55,chennai,South,RID0127,van,Apparel,17.72,90,130.9,40.9,Delayed,Rain,967.08,1,4.6,3.6,35.0554,69.9969
ORD000532,2024-04-27,18:36,Mumbai,West,RID0096,AUTO,Electronics,11.15,90,110.0,20.0,Delayed,Partly Cloudy,2168.53,1,4.5,3.3,23.5541,68.0981
ORD000533,2024-07-31,07:59,Pune,South,RID0100,Bike,Documents,12.4,60,61.5,1.5,On-Time,Rain,4443.91,1,7.5,3.4,8.3817,84.6725
ORD000534,2024-06-13,12:30,Mumbai,West,RID0110,Van,Electronics,12.06,30,36.8,6.8,Delayed,Rain,4605.86,1,5.1,4.6,30.3998,77.9337
ORD000535,2024-12-19,10:34,Bangalore,East,RID0032,Cycle,Apparel,13.11,45,38.0,-7.0,On-Time,Partly Cloudy,4364.32,2,3.0,5.0,18.527,91.7988
ORD000536,2024-09-02,17:35,Ahmedabad,North,RID0058,cycle,Electronics,14.42,60,65.8,5.8,Delayed,Clear,3385.13,1,3.7,3.7,11.1576,81.1901
ORD000537,2024-03-12,09:43,Lucknow,South,RID0114,van,Food,12.17,60,74.8,14.8,Delayed,Partly Cloudy,701.05,2,0.3,4.4,14.9799,77.8032
ORD000538,2024-01-29,21:54,Delhi,Central,RID0018,AUTO,Apparel,16.35,60,56.4,-3.6,On-Time,Clear,863.25,1,1.8,4.7,16.5891,84.6628
ORD000539,2024-10-08,07:29,Kolkata,East,RID0081,AUTO,Grocery,17.62,30,30.1,0.1,On-Time,Clear,1849.6,1,3.3,4.3,10.2275,81.3287
ORD000540,2024-09-09,06:23,Jaipur,East,RID0015,AUTO,Electronics,8.28,90,93.0,3.0,On-Time,Clear,4212.58,1,7.0,4.7,21.7755,72.0167
ORD000541,2024-06-15,11:31,Pune,North,RID0124,BIKE,Medicine,13.19,60,49.2,-10.8,On-Time,Clear,1904.63,1,1.9,4.1,22.9732,95.0144
ORD000542,2024-09-26,20:00,Kolkata,South,RID0100,Auto,Food,2.06,90,124.8,34.8,Delayed,Partly Cloudy,3174.88,1,3.3,4.2,35.7981,88.7793
ORD000543,2024-07-22,13:48,Bangaluru,South,RID0023,Bike,Apparel,11.5,120,122.6,2.6,On-Time,Clear,1621.21,1,5.6,3.1,35.4639,71.6222
ORD000544,2024-01-24,07:19,Jaipur,Central,RID0079,AUTO,Medicine,13.55,30,41.3,11.3,Delayed,Clear,4693.46,1,5.9,4.1,10.8481,80.4389
ORD000545,2024-07-27,21:35,Kolkata ,South,RID0071,auto,Medicine,14.33,90,80.2,-9.8,On-Time,Partly Cloudy,4374.86,1,6.3,3.4,11.0513,88.4752
ORD000546,2024-03-24,15:06,Pune,South,RID0136,AUTO,Apparel,9.62,30,25.2,-4.8,On-Time,Clear,3049.75,1,7.5,3.1,28.7398,72.1438
ORD000547,2024-05-08,07:41,Lucknow,North,RID0106,auto,Electronics,8.1,90,107.1,17.1,Delayed,Partly Cloudy,2943.38,1,0.8,4.6,18.416,90.5438
ORD000548,2024-10-31,08:19,Bangalore,Central,RID0074,BIKE,Documents,11.22,45,112.6,67.6,Delayed,Fog,1465.34,1,3.0,4.4,30.6503,68.8857
ORD000549,2024-10-04,15:57,Lucknow,Central,,Auto,Apparel,9.93,30,29.8,-0.2,On-Time,Clear,1037.96,1,5.9,3.2,20.2339,93.6666
ORD000550,2024-11-30,06:06,chennai,East,RID0032,Van,Grocery,15.57,45,5.0,-40.0,On-Time,Partly Cloudy,3383.77,1,0.5,4.7,12.8994,90.0555
ORD000551,2024-12-03,10:40,Delhi,South,RID0042,bike,Food,16.33,60,70.8,10.8,Delayed,Clear,182.9,1,4.9,4.7,36.2837,92.0398
ORD000552,2024-12-30,21:28,Chennai,South,RID0150,auto,Grocery,5.08,90,96.6 mins,6.6,Delayed,Clear,3385.04,1,0.9,4.4,,
ORD000553,2024-10-14,14:08,Jaipur,South,RID0050,Van,Medicine,4.04,45,63.5,18.5,Delayed,Clear,676.77,1,6.1,3.2,11.0629,89.781
ORD000554,2024-12-16,09:50,Jaipur,Central,RID0058,auto,Grocery,14.3,45,44.7,-0.3,On-Time,Partly Cloudy,4549.1,1,2.2,4.2,36.0964,76.3566
ORD000555,2024-06-29,13:40,Bangalore,East,RID0019,van,Apparel,11.11,60,88.3,28.3,Delayed,Rain,4311.31,1,6.0,3.9,,
ORD000556,2024-07-21,15:46,Jaipur,West,RID0146,auto,Electronics,16.74,90,143.0,53.0,Delayed,Rain,361.35,1,2.9,3.2,30.6778,85.207
ORD000557,2024-03-28,15:05,Mumbai,South,RID0119,BIKE,Medicine,7.47,60,50.9,-9.1,On-Time,Partly Cloudy,2640.0,1,1.0,4.1,27.1435,93.6358
ORD000558,2024-01-02,19:28,Chennai,South,RID0026,van,Medicine,8.74,60,109.8,49.8,Delayed,Rain,127.26,1,5.9,3.7,14.863,86.6899
ORD000559,2024-07-15,13:28,Pune,East,RID0088,bike,Apparel,2.05,60,62.7,2.7,On-Time,Clear,2887.02,2,3.8,3.6,28.74,89.6282
ORD000560,2024-06-22,20:43,Jaipur,North,RID0139,Van,Documents,12.24,45,57.8,12.8,Delayed,Clear,4467.18,1,1.5,3.4,35.7388,78.8571
ORD000561,2024-06-22,09:29,Bangaluru,North,RID0047,bike,Grocery,12.89,60,119.9,59.9,Delayed,Fog,3501.24,1,6.0,4.8,13.4634,88.6698
ORD000562,2024-06-26,21:34,Kolkata,West,RID0088,Bike,Grocery,2.09,45,77.7,32.7,Delayed,Rain,130.92,1,7.7,3.2,,
ORD000563,2024-03-26,21:18,Chennai,South,RID0008,Bike,Documents,10.99,30,37.7,7.7,Delayed,Clear,896.75,3,2.5,3.3,9.7993,89.0706
ORD000564,2024-04-05,06:47,Pune,East,RID0083,BIKE,Documents,7.65,30,7.6,-22.4,On-Time,Clear,2331.73,2,4.1,4.5,19.3565,78.3997
ORD000565,2024-08-14,12:58,Mumbai,East,RID0038,BIKE,Apparel,3.47,30,31.4,1.4,On-Time,Clear,2642.12,1,6.4,3.5,33.8286,69.7411
ORD000566,2024-07-12,18:05,Pune,,RID0132,van,Grocery,15.7,60,101.6,41.6,Delayed,Fog,4421.42,1,1.6,4.6,14.9234,81.9885
ORD000567,2024-03-29,15:58,Kolkata,North,RID0102,van,Documents,7.26,60,50.2,-9.8,On-Time,Clear,2321.01,1,6.6,4.1,23.9944,68.2335
ORD000568,2024-02-22,22:54,Lucknow,Central,RID0041,BIKE,Food,10.83,30,14.8,-15.2,On-Time,Clear,1152.73,1,4.8,4.4,36.005,76.3125
ORD000569,2024-06-03,12:49,Bangalore,South,RID0058,Van,Food,13.97,60,100.0,40.0,Delayed,Fog,1440.84,1,2.2,3.5,31.4837,96.9001
ORD000570,2024-10-21,16:36,Ahmedabad,West,RID0064,van,Apparel,2.39,90,97.5,7.5,Delayed,Clear,4167.74,1,6.3,3.1,28.6256,87.5431
ORD000571,2024-11-28,11:32,Ahmedabad,South,RID0006,cycle,Medicine,4.26,60,61.4,1.4,On-Time,Rain,4986.01,1,7.8,4.4,32.3952,84.7157
ORD000572,2024-08-14,20:43,Mumbai,South,RID0135,Van,Medicine,10.43,90,121.8,31.8,Delayed,Clear,975.86,1,1.9,4.9,35.2435,88.8171
ORD000573,2024-09-23,12:23,Jaipur,East,RID0133,bike,Medicine,9.13,60,71.1,11.1,Delayed,Clear,4715.02,1,7.1,4.6,21.1453,90.0682
ORD000574,2024-02-02,14:14,Ahmedabad,Central,RID0051,BIKE,Medicine,3.33,60,90.7,30.7,Delayed,Partly Cloudy,642.65,1,2.9,4.7,20.7337,85.5139
ORD000575,2024-02-20,11:03,Ahmedabad,East,RID0013,AUTO,Grocery,1.67,30,37.4,7.4,Delayed,Partly Cloudy,4476.7,1,3.5,3.8,19.1813,96.4609
ORD000576,2024-06-06,17:26,Kolkata ,East,RID0038,AUTO,Medicine,4.69,60,121.2,61.2,Delayed,Fog,1808.75,2,2.6,4.1,24.0511,84.2383
ORD000577,2024-10-26,10:36,Lucknow,North,RID0057,Auto,Grocery,9.17,60,60.9,0.9,On-Time,Clear,4290.2,1,3.1,3.1,23.8275,73.1896
ORD000578,2024-05-14,20:29,Ahmedabad,Central,RID0092,Van,Documents,3.04,30,41.2,11.2,Delayed,Clear,1276.26,1,4.7,4.5,,
ORD000579,2024-07-29,19:52,Hyderabad,West,RID0060,Van,Documents,12.83,60,91.8,31.8,Delayed,Clear,4488.08,1,0.8,4.7,33.7952,69.3009
ORD000580,2024-05-03,21:41,Jaipur,South,RID0103,BIKE,Food,3.89,90,92.5,2.5,On-Time,Clear,3957.8,1,4.7,3.9,12.0897,84.4085
ORD000581,2024-05-21,14:41,Hydrabad,,RID0075,Cycle,Medicine,3.87,45,47.9,2.9,On-Time,Clear,2450.11,1,5.2,4.7,17.1324,76.5611
ORD000582,2024-09-17,18:32,Hyderabad,,RID0075,Van,Electronics,6.87,90,86.2,-3.8,On-Time,Partly Cloudy,2321.26,2,5.2,4.0,18.4762,74.3529
ORD000583,2024-03-17,17:25,Jaipur,West,RID0130,cycle,Apparel,15.63,45,61.0,16.0,Delayed,Fog,592.84,1,3.8,3.1,9.2856,75.1362
ORD000584,2024-08-30,18:24,Kolkata,,RID0107,AUTO,Food,4.57,30,86.6,56.6,Delayed,Rain,887.89,3,1.6,3.9,,
